COURSECODE,COURSENAME,REPDAY,STARTHOUR,STARTMIN,ENDHOUR,ENDMIN,LOCATION,NEWNAME
IMES08046,Persian 1a,Thursday,10,00,10,50,No Location Data Available,
ASST07002,Introductory Japanese 2,Thursday,14,10,16,00,Central,
ASST07002,Introductory Japanese 2,Tuesday,14,10,16,00,Central,
ASST07002,Introductory Japanese 2,Wednesday,14,10,16,00,Central,
PHYS11037,Computational Astrophysics,Friday,15,10,16,00,No Location Data Available,
PHYS11037,Computational Astrophysics,Tuesday,15,10,16,00,No Location Data Available,
PHYS11037,Computational Astrophysics,Friday,15,10,16,00,Kings Buildings,
PHYS11037,Computational Astrophysics,Tuesday,15,10,16,00,Kings Buildings,
EDUA08052,Education 1A: Lifespan Development Socialisation and Learning,Friday,10,00,12,00,Central,
EDUA08052,Education 1A: Lifespan Development Socialisation and Learning,Friday,09,00,09,50,Central,
EDUA08052,Education 1A: Lifespan Development Socialisation and Learning,Friday,12,10,13,00,Central,
EDUA08052,Education 1A: Lifespan Development Socialisation and Learning,Tuesday,09,00,09,50,Central,
EDUA08052,Education 1A: Lifespan Development Socialisation and Learning,Thursday,10,00,10,50,Central,
EASC08017,Introduction to the Geological Record,Tuesday,09,00,09,50,No Location Data Available,
EASC08017,Introduction to the Geological Record,Thursday,09,00,10,50,No Location Data Available,
EASC08017,Introduction to the Geological Record,Wednesday,12,10,13,00,No Location Data Available,
EASC08017,Introduction to the Geological Record,Thursday,09,00,10,50,No Location Data Available,
MATH11120,Algebraic Geometry,Tuesday,15,10,16,00,No Location Data Available,
MATH11120,Algebraic Geometry,Friday,15,10,16,00,No Location Data Available,
MATH11120,Algebraic Geometry,Monday,15,10,16,00,No Location Data Available,
ASST08011,Sanskrit 1,Thursday,12,10,13,00,No Location Data Available,
ASST08011,Sanskrit 1,Monday,12,10,13,00,No Location Data Available,
ASST08011,Sanskrit 1,Tuesday,12,10,13,00,No Location Data Available,
BIME08004,Medical Biology 1,Friday,16,10,17,00,Kings Buildings,
BIME08004,Medical Biology 1,Thursday,16,10,17,00,Kings Buildings,
BIME08004,Medical Biology 1,Monday,16,10,17,00,Kings Buildings,
BIME08004,Medical Biology 1,Tuesday,16,10,17,00,Kings Buildings,
BIME08004,Medical Biology 1,Tuesday,10,00,10,50,Kings Buildings,
BIME08004,Medical Biology 1,Tuesday,11,10,12,00,Kings Buildings,
BIME08004,Medical Biology 1,Wednesday,15,00,15,50,Kings Buildings,
BIME08004,Medical Biology 1,Tuesday,10,00,10,50,Kings Buildings,
BIME08004,Medical Biology 1,Tuesday,11,10,12,00,Kings Buildings,
BIME08004,Medical Biology 1,Wednesday,10,00,10,50,Kings Buildings,
BIME08004,Medical Biology 1,Wednesday,11,10,12,00,Kings Buildings,
BICH10007,Structural Biology,Tuesday,11,10,12,00,Kings Buildings,
BICH10007,Structural Biology,Tuesday,09,00,09,50,Kings Buildings,
MUSI08031,Music 2A: Music and Ideas,Monday,16,10,17,00,Central,
MUSI08031,Music 2A: Music and Ideas,Thursday,16,10,17,00,Central,
MUSI08031,Music 2A: Music and Ideas,Monday,16,10,17,00,Central,
MUSI08031,Music 2A: Music and Ideas,Thursday,16,10,17,00,Central,
PHYS08041,Algebra and Calculus,Monday,14,10,17,00,No Location Data Available,
PHYS08041,Algebra and Calculus,Friday,14,10,16,00,Kings Buildings,
PHYS08041,Algebra and Calculus,Tuesday,14,10,16,00,Kings Buildings,
PHYS08041,Algebra and Calculus,Friday,10,00,10,50,No Location Data Available,
PHYS08041,Algebra and Calculus,Tuesday,12,10,13,00,No Location Data Available,
PHYS08041,Algebra and Calculus,Thursday,11,10,12,00,No Location Data Available,
PHYS08041,Algebra and Calculus,Monday,11,10,12,00,No Location Data Available,
PHYS08041,Algebra and Calculus,Thursday,14,10,17,00,No Location Data Available,
INFR10012,Distributed Systems (Level 10),Thursday,15,00,15,50,No Location Data Available,
INFR10012,Distributed Systems (Level 10),Monday,15,00,15,50,Central,
INFR10012,Distributed Systems (Level 10),Thursday,15,00,15,50,Central,
INFR10012,Distributed Systems (Level 10),Monday,15,00,15,50,No Location Data Available,
IMES08036,Modern Middle Eastern History A: Domestic Transformation and International Challenges,Thursday,16,10,17,00,No Location Data Available,
IMES08036,Modern Middle Eastern History A: Domestic Transformation and International Challenges,Tuesday,16,10,17,00,No Location Data Available,
IMES08036,Modern Middle Eastern History A: Domestic Transformation and International Challenges,Monday,16,10,17,00,No Location Data Available,
GEGR09004,Quantitative Methods in Geography,Tuesday,09,00,09,50,Central,
GEGR09004,Quantitative Methods in Geography,Wednesday,09,00,10,50,Central,
GEGR09004,Quantitative Methods in Geography,Wednesday,11,10,13,00,Central,
GEGR09004,Quantitative Methods in Geography,Friday,12,10,13,50,Central,
EASC09006,Palaeontology,Tuesday,13,10,14,00,Kings Buildings,
EASC09006,Palaeontology,Tuesday,14,00,17,00,Kings Buildings,
ECSH10016,Community and Society in Britain 1560-1640,Tuesday,14,00,15,50,No Location Data Available,
ECSH10016,Community and Society in Britain 1560-1640,Monday,14,00,15,50,No Location Data Available,
LASC10068,Dialectology in the British Isles,Wednesday,11,10,12,00,No Location Data Available,
LASC10068,Dialectology in the British Isles,Monday,11,10,13,00,No Location Data Available,
LASC10079,Computer Programming for Speech and Language Processing,Wednesday,14,10,16,00,No Location Data Available,
LASC10079,Computer Programming for Speech and Language Processing,Friday,11,10,13,00,No Location Data Available,
EASC08018,Earth Modelling and Prediction 2,Wednesday,11,10,12,00,No Location Data Available,
EASC08018,Earth Modelling and Prediction 2,Friday,11,10,12,00,No Location Data Available,
EASC08018,Earth Modelling and Prediction 2,Friday,14,00,14,50,No Location Data Available,
EASC08018,Earth Modelling and Prediction 2,Monday,11,10,12,00,No Location Data Available,
ARCH08004,Architectural Design: Assembly,Tuesday,11,10,13,00,Central,
ARCH08004,Architectural Design: Assembly,Friday,14,00,14,50,Central,
ARCH08004,Architectural Design: Assembly,Tuesday,09,00,10,50,Central,
ARCH08004,Architectural Design: Assembly,Tuesday,13,30,15,30,Central,
ARCH08004,Architectural Design: Assembly,Friday,09,00,10,50,Central,
ARCH08004,Architectural Design: Assembly,Friday,13,30,15,30,Central,
ARCH08004,Architectural Design: Assembly,Friday,11,10,13,00,Central,
ARCH08004,Architectural Design: Assembly,Friday,15,00,18,00,No Location Data Available,
LAWS08129,Jurisprudence,Thursday,11,10,12,00,No Location Data Available,
LAWS08129,Jurisprudence,Monday,11,10,12,00,No Location Data Available,
INFR09008,Computability and Intractability,Monday,09,00,09,50,Central,
INFR09008,Computability and Intractability,Thursday,09,00,09,50,Central,
INFR09008,Computability and Intractability,Monday,09,00,09,50,Central,
INFR09008,Computability and Intractability,Thursday,09,00,09,50,Central,
LAWS08116,European Union Law A Ordinary,Tuesday,09,00,09,50,No Location Data Available,
LAWS08116,European Union Law A Ordinary,Thursday,09,00,09,50,No Location Data Available,
ASST08001,Chinese 1,Wednesday,10,00,12,00,No Location Data Available,
ASST08001,Chinese 1,Thursday,10,00,12,00,No Location Data Available,
ASST08001,Chinese 1,Monday,14,10,15,00,Central,
ASST08001,Chinese 1,Monday,15,10,16,00,Central,
ASST08001,Chinese 1,Tuesday,10,00,12,00,No Location Data Available,
ASST08001,Chinese 1,Friday,10,00,10,50,Central,
ASST08001,Chinese 1,Friday,10,00,10,50,Central,
ASST08001,Chinese 1,Friday,12,10,13,00,Central,
ASST08001,Chinese 1,Friday,12,10,13,00,Central,
ASST08001,Chinese 1,Tuesday,12,10,13,00,Central,
ASST08001,Chinese 1,Wednesday,09,00,09,50,Central,
ASST08001,Chinese 1,Wednesday,12,10,13,00,Central,
ASST08001,Chinese 1,Thursday,09,00,09,50,Central,
ASST08001,Chinese 1,Monday,10,00,12,00,No Location Data Available,
CIVE09027,Computer Methods in Structural Engineering 3,Wednesday,09,00,10,50,No Location Data Available,
CIVE09027,Computer Methods in Structural Engineering 3,Friday,09,00,10,50,No Location Data Available,
CIVE09027,Computer Methods in Structural Engineering 3,Thursday,16,10,17,00,No Location Data Available,
CIVE09027,Computer Methods in Structural Engineering 3,Tuesday,16,10,17,00,No Location Data Available,
CIVE09027,Computer Methods in Structural Engineering 3,Tuesday,14,00,15,50,No Location Data Available,
ENVI08001,Sustainability Society and Environment,Monday,14,10,15,00,Kings Buildings,
ENVI08001,Sustainability Society and Environment,Thursday,14,10,15,00,Kings Buildings,
ENVI08001,Sustainability Society and Environment,Thursday,16,10,17,00,Kings Buildings,
ENVI08001,Sustainability Society and Environment,Monday,16,10,17,00,Kings Buildings,
ENVI08001,Sustainability Society and Environment,Monday,15,10,16,00,Kings Buildings,
ENVI08001,Sustainability Society and Environment,Thursday,15,10,16,00,Kings Buildings,
ENVI08001,Sustainability Society and Environment,Wednesday,14,10,15,00,Central,
ENVI08001,Sustainability Society and Environment,Wednesday,13,10,14,00,Central,
ENAI07005,Academic English for International Students 2 (pm),Tuesday,14,00,15,50,Central,
ENAI07005,Academic English for International Students 2 (pm),Monday,14,00,15,50,Central,
ENAI07005,Academic English for International Students 2 (pm),Thursday,14,00,15,50,Central,
CELT08012,Celtic Literature 2A,Monday,10,00,10,50,Central,
CELT08012,Celtic Literature 2A,Tuesday,10,00,10,50,Central,
CELT08012,Celtic Literature 2A,Thursday,10,00,10,50,No Location Data Available,
CELT08012,Celtic Literature 2A,Friday,10,00,10,50,No Location Data Available,
EASC09007,Quaternary Environmental Change,Tuesday,09,00,09,50,No Location Data Available,
EASC09007,Quaternary Environmental Change,Tuesday,11,10,13,00,No Location Data Available,
EASC09007,Quaternary Environmental Change,Tuesday,10,00,12,00,No Location Data Available,
EASC09007,Quaternary Environmental Change,Tuesday,10,00,10,50,No Location Data Available,
MUSI08056,Music 1D: Introduction to Compositional Techniques,Monday,10,00,10,50,Central,
MUSI08056,Music 1D: Introduction to Compositional Techniques,Monday,10,00,10,50,No Location Data Available,
MATH11024,The Analysis of Survival Data,Monday,14,00,15,50,Kings Buildings,
MATH11024,The Analysis of Survival Data,Thursday,14,00,14,50,No Location Data Available,
BUST08007,Management Science and Information Systems,Thursday,15,00,15,50,Central,
BUST08007,Management Science and Information Systems,Tuesday,15,00,15,50,Central,
EASC10085,Geophysical Techniques for Terrestrial Environmental Applications,Friday,15,00,17,00,No Location Data Available,
EASC10085,Geophysical Techniques for Terrestrial Environmental Applications,Friday,14,00,14,50,No Location Data Available,
NUST08006,Nursing 2,Monday,09,00,12,00,No Location Data Available,
NUST08006,Nursing 2,Thursday,11,10,12,00,Central,
NUST08006,Nursing 2,Tuesday,11,10,12,00,Central,
NUST08006,Nursing 2,Monday,11,10,12,00,Central,
EDUA08060,Curriculum and Pedagogy 2b: Mathematics Sciences and Technologies,Thursday,10,00,10,50,No Location Data Available,
EDUA08060,Curriculum and Pedagogy 2b: Mathematics Sciences and Technologies,Thursday,11,10,13,00,No Location Data Available,
EDUA08060,Curriculum and Pedagogy 2b: Mathematics Sciences and Technologies,Thursday,14,00,14,50,No Location Data Available,
EDUA08060,Curriculum and Pedagogy 2b: Mathematics Sciences and Technologies,Monday,09,00,12,00,No Location Data Available,
EDUA08071,Working With Individuals and Groups,Thursday,15,00,15,50,No Location Data Available,
EDUA08071,Working With Individuals and Groups,Thursday,13,10,14,50,Central,
LATI08007,Latin 1A,Wednesday,10,00,10,50,Central,
LATI08007,Latin 1A,Tuesday,10,00,10,50,Central,
LATI08007,Latin 1A,Monday,10,00,10,50,Central,
LATI08007,Latin 1A,Thursday,10,00,10,50,Central,
MATH10056,Mathematical Computation & Communication Skills (Statistics),Monday,15,00,15,50,No Location Data Available,
MATH10056,Mathematical Computation & Communication Skills (Statistics),Wednesday,09,00,10,50,Kings Buildings,
MATH10056,Mathematical Computation & Communication Skills (Statistics),Tuesday,15,00,15,50,No Location Data Available,
MATH10056,Mathematical Computation & Communication Skills (Statistics),Wednesday,11,10,13,00,Kings Buildings,
ARCA10050,Animal and Human Remains in Archaeology,Friday,14,00,15,50,No Location Data Available,
ARCA10050,Animal and Human Remains in Archaeology,Friday,14,00,15,50,No Location Data Available,
THET08010,God in Philosophy: Plato to Hume,Thursday,15,00,15,50,Central,
THET08010,God in Philosophy: Plato to Hume,Monday,15,00,15,50,Central,
THET08010,God in Philosophy: Plato to Hume,Tuesday,15,00,15,50,Central,
CHEM10012,Analytical Chemistry Level 10,Friday,15,00,15,50,Kings Buildings,
CHEM10012,Analytical Chemistry Level 10,Thursday,15,00,15,50,Kings Buildings,
CHEM10012,Analytical Chemistry Level 10,Tuesday,15,00,15,50,Kings Buildings,
CHEM10012,Analytical Chemistry Level 10,Friday,15,00,15,50,Kings Buildings,
CHEM10012,Analytical Chemistry Level 10,Monday,15,00,15,50,Kings Buildings,
CHEM10012,Analytical Chemistry Level 10,Thursday,15,00,15,50,Kings Buildings,
GREE08003,Greek 1A,Thursday,11,10,12,00,Central,
GREE08003,Greek 1A,Tuesday,11,10,12,00,Central,
GREE08003,Greek 1A,Monday,11,10,12,00,Central,
GREE08003,Greek 1A,Wednesday,11,10,12,00,Central,
EASC09035,Computational Modelling for Geosciences,Tuesday,09,00,09,50,Kings Buildings,
EASC09035,Computational Modelling for Geosciences,Tuesday,10,00,12,00,Kings Buildings,
PSYL08005,Psychology 2: Self and Society (VS2),Monday,11,10,12,00,Central,
PSYL08005,Psychology 2: Self and Society (VS2),Thursday,11,10,12,00,Central,
PSYL08005,Psychology 2: Self and Society (VS2),Tuesday,11,10,12,00,Central,
ELEE08019,Electronics Project Laboratory 2B,Friday,14,10,17,00,No Location Data Available,
ELEE08019,Electronics Project Laboratory 2B,Monday,14,10,17,00,No Location Data Available,
MATH10007,Stochastic Modelling,Friday,10,00,10,50,Kings Buildings,
MATH10007,Stochastic Modelling,Tuesday,10,00,10,50,Kings Buildings,
BILG08001,Origin and Diversity of Life 1,Friday,14,00,14,50,Kings Buildings,
BILG08001,Origin and Diversity of Life 1,Wednesday,10,00,13,00,Kings Buildings,
BILG08001,Origin and Diversity of Life 1,Wednesday,14,00,17,00,Kings Buildings,
BILG08001,Origin and Diversity of Life 1,Monday,10,00,13,00,Kings Buildings,
